No.,"Common Codes
Version",CCN,Code set nr,Code Set,Code Set Owner,Date Raised,Status ,Description,Next steps
,v11.2,INC0206394,TCC10,Event Unit - Olympic,Jam Mulcare,2012-05-30T00:00:00+00:00,Closed,"Updated cisSchedule to Y for EQX002103, EQX401901 and EQX401902",Complete--change has been implemented
,v11.2,INC0183323,TCC03,Country,Codes manager,2012-05-30T00:00:00+00:00,Closed,"Added CUW, 'Curacao'",Complete--change has been implemented and all stakeholders have been informed
,v11.3,INC0225400,TCC10,Event Unit - Olympic,Jam Mulcare,2012-06-11T00:00:00+00:00,Closed,"Updated medal flag for Discipline=CT, Gender=M|W, Event=001|008|401|402, Phase=1 and Units=01|02|10|20|30",Complete--change has been implemented
,v11.3,INC0226739,TCC26,Phase - Paralympic,Jam Mulcare,2012-06-11T00:00:00+00:00,Closed,"Added CR0000Q, ""Cycling Road Team Managers Meeting""",Complete--change has been implemented
,v11.3,INC0226739,TCC11,Event Unit - Paralympic,Jam Mulcare,2012-06-11T00:00:00+00:00,Closed,"Added CT0000Q01, ""Cycling Track Team Managers Meeting""",Complete--change has been implemented
,v11.3,INC0222364,TCC11,Event Unit - Paralympic,Jam Mulcare,2012-06-11T00:00:00+00:00,Closed,"Modified for VSM400A05, VSM400A06, VSM400A08, VSM400B04, VSM400B06, VSM400B07 and VSW400A04, ""ENG longdescription"", ""ENG description"" and ""Competition Schedule Description""",Complete--change has been implemented
,v11.3,INC0219736,TCC10,Event Unit - Olympic,Jam Mulcare,2012-06-11T00:00:00+00:00,Closed,"Modified descriptions for Discipline=WP, Event=400, Phase=3 and Unit=01,02,03,04",Complete--change has been implemented
,v11.3,INC0228848,TCC10,Event Unit - Olympic,Jam Mulcare,2012-06-11T00:00:00+00:00,Closed,Updated medal flag for EQX402103; set to 1,Complete--change has been implemented
,v11.3,INC0224284,TCC25,Phase - Olympic,Jam Mulcare,2012-06-11T00:00:00+00:00,Closed,"Modified French descriptions for Discipline=SY Event=201; replaced ""Duo"" with ""Duos""",Complete--change has been implemented
,v11.3,INC0224284,TCC10,Event Unit - Olympic,Jam Mulcare,2012-06-11T00:00:00+00:00,Closed,"Modified French descriptions for Discipline=SY Event=201; replaced ""Duo"" with ""Duos""",Complete--change has been implemented
,v11.3,INC0224281,OCC008,Location - Paralympic,ATOS,2012-06-11T00:00:00+00:00,Closed,"Modified for BO6 the competition flag to ""Y""",Complete--change has been implemented
,v11.3,INC0224281,OCC008,Location - Paralympic,ATOS,2012-06-11T00:00:00+00:00,Closed,Modified description for BO6,Complete--change has been implemented
,v11.3,INC0224281,TCC11,Event Unit - Paralympic,Jam Mulcare,2012-06-11T00:00:00+00:00,Closed,Modified descriptions for BO,Complete--change has been implemented
,v11.3,INC0224515,TCC26,Phase - Paralympic,Jam Mulcare,2012-06-11T00:00:00+00:00,Closed,Added phases for AR individual and team sessions,Complete--change has been implemented
,v11.3,INC0224515,TCC11,Event Unit - Paralympic,Jam Mulcare,2012-06-11T00:00:00+00:00,Closed,Added AR individual and team sessions,Complete--change has been implemented
,v11.3,INC0224515,TCC09,Event - Paralympic,Jam Mulcare,2012-06-11T00:00:00+00:00,Closed,Added AR individual and team sessions,Complete--change has been implemented and all stakeholders have been informed
,v11.3,INC0226478,TCC10,Event Unit - Olympic,Jam Mulcare,2012-06-11T00:00:00+00:00,Closed,"Modified ""Competition Schedule Description"" for Discipline=TK, Phase=5 and Unit=01",Complete--change has been implemented
,v11.3,INC0226478,TCC11,Event Unit - Paralympic,Jam Mulcare,2012-06-11T00:00:00+00:00,Closed,"Modified ""Competition Schedule Description"" for JUM060403",Complete--change has been implemented
,v11.3,INC0222955,OCC004,Website - Olympic,ATOS,2012-06-11T00:00:00+00:00,Open,Updated ENG and FRA Descriptions for Websitetype=IF,Complete--change has been implemented
,v11.3,INC0222955,OCC033,Website - Paralympic,ATOS,2012-06-11T00:00:00+00:00,Open,Updated ENG Descriptions for Websitetype=IF,Complete--change has been implemented
,v11.3,INC0225140,TCC33,Record Type - Paralympic,Jam Mulcare,2012-06-11T00:00:00+00:00,Closed,Added new Record Types for AT,Complete--change has been implemented
,v11.3,INC0228907,OCC004,Website - Olympic,ATOS,2012-06-12T00:00:00+00:00,Open,Added website for MET OFFICE,Complete--change has been implemented
,v11.3,INC0228907,OCC033,Website - Paralympic,ATOS,2012-06-12T00:00:00+00:00,Open,Added website for MET OFFICE,Complete--change has been implemented
,v11.3,INC0226400,TCC10,Event Unit - Olympic,Jam Mulcare,2012-06-12T00:00:00+00:00,Closed,Modified English descriptions for Discipline=AR; updated numbers,Complete--change has been implemented
,v11.3,INC0226574,TCC08,Event - Olympic,Jam Mulcare,2012-06-12T00:00:00+00:00,Closed,Modified descriptions for SW M/W 119,Complete--change has been implemented
,v11.3,INC0226574,TCC25,Phase - Olympic,Jam Mulcare,2012-06-12T00:00:00+00:00,Closed,"Modified descriptions for SW M/W 119, to synchronize with TCC08",Complete--change has been implemented
,v11.3,INC0226574,TCC10,Event Unit - Olympic,Jam Mulcare,2012-06-12T00:00:00+00:00,Closed,"Modified descriptions for SW M/W 119, to synchronize with TCC08 and TCC25",Complete--change has been implemented
,v11.3,QC #76505,TCC08,Event - Olympic,Jam Mulcare,2012-06-12T00:00:00+00:00,Closed,"Updated ""Team Event"" from Y to N, for GA M/W 499",Complete--change has been implemented
,v11.3,QC #75981,OCC008,Location - Paralympic,ATOS,2012-06-12T00:00:00+00:00,Closed,Modified description for GB1,Complete--change has been implemented
,v11.3,INC0230322,OCC007,Location - Olympic,ATOS,2012-06-13T00:00:00+00:00,Closed,Modified order for TE locations,Complete--change has been implemented
,v11.3,INC0228879,TCC08,Event - Olympic,Jam Mulcare,2012-06-14T00:00:00+00:00,Closed,"Updated ""Order"" for CT events",Complete--change has been implemented
,v11.3,INC0230722,TCC11,Event Unit - Paralympic,Jam Mulcare,2012-06-14T00:00:00+00:00,Closed,"Modified for CT: medal flags, schedule, infoschedule, cisschedule and eventunittype, according with Olympics",Complete--change has been implemented
,v11.3,IDS Initiated,TCC23,National Olympic Committees (NOC),Sue Whitworth,2012-06-14T00:00:00+00:00,Closed,Modified some ENG and FRA Description,Complete--change has been implemented
,v11.3,INC0232065,TCC08,Event - Olympic,Jam Mulcare,2012-06-15T00:00:00+00:00,Closed,Deleted duplicate value: WL 0 ES3,Complete--change has been implemented
,v11.3,INC0232065,TCC10,Event Unit - Olympic,Jam Mulcare,2012-06-15T00:00:00+00:00,Closed,Deleted duplicate value: WL 0 ES3,Complete--change has been implemented
,v11.3,INC0231742,OCC006,Function - Paralympic,ATOS,2012-06-15T00:00:00+00:00,Closed,Added function ESC. Requested by GB,Complete--change has been implemented
,v11.3,INC0231742,OCC035,Functionsort - Paralympic,ATOS,2012-06-15T00:00:00+00:00,Closed,Added function ESC for GB,Complete--change has been implemented
,v11.3,INC0231959,OCC008,Location - Paralympic,ATOS,2012-06-15T00:00:00+00:00,Closed,Added BO7,Complete--change has been implemented
,v11.4,INC0232546,OCC007,Location - Olympic,ATOS,2012-06-15T00:00:00+00:00,Closed,"Changed FE6 from ""non-competition"" to ""competition"".",Complete--change has been implemented
,v11.4,INC0232525,TCC30,Record - Olympic,Jam Mulcare,2012-06-15T00:00:00+00:00,Closed,Changed description for MPM/W0010000,Complete--change has been implemented and all stakeholders have been informed
,v11.4,INC0233213,OCC008,Location - Paralympic,ATOS,2012-06-18T00:00:00+00:00,Closed,"Changed WF0 from ""non-competition"" to ""competition"".",Complete--change has been implemented
,v11.4,INC0233213,OCC008,Location - Paralympic,ATOS,2012-06-18T00:00:00+00:00,Closed,Changed WF1 and WF9 Descriptions,Complete--change has been implemented
,v11.4,INC0233930,TCC10,Event Unit - Olympic,Jam Mulcare,2012-06-18T00:00:00+00:00,Closed,Modified French descriptions for CB M/W 001 9 00/01,Complete--change has been implemented
,v11.4,INC0233390,OCC007,Location - Olympic,ATOS,2012-06-18T00:00:00+00:00,Closed,"Changed JU3 from ""non-competition"" to ""competition"".",Complete--change has been implemented
,v11.4,INC0233981,TCC10,Event Unit - Olympic,Jam Mulcare,2012-06-18T00:00:00+00:00,Closed,"For Discipline=JU, Phases=3,4,5 an 6, modified Competition Schedule Description removing ""Contest X"" from text string.",Complete--change has been implemented
,v11.4,INC0233981,TCC11,Event Unit - Paralympic,Jam Mulcare,2012-06-18T00:00:00+00:00,Closed,"For Discipline=JU, Phases=3,4,5 an 6, modified Competition Schedule Description removing ""Contest X"" from text string.",Complete--change has been implemented
,v11.4,INC0234057,TCC10,Event Unit - Olympic,Jam Mulcare,2012-06-18T00:00:00+00:00,Closed,"For Discipline=AR, Phases=2,3,4,5 an 6, modified ENG Descriptions adding “- Match” between the phase and the number",Complete--change has been implemented
,v11.4,INC0234242,OCC005,Function - Olympic,ATOS,2012-06-19T00:00:00+00:00,Closed,Added function IF13FINA. Requested by ACCR,Complete--change has been implemented
,v11.4,INC0234242,OCC006,Function - Paralympic,ATOS,2012-06-19T00:00:00+00:00,Closed,Added function IF13FINA. Requested by ACCR,Complete--change has been implemented
,v11.4,INC0234084,TCC10,Event Unit - Olympic,Jam Mulcare,2012-06-19T00:00:00+00:00,Closed,"Modified ENG, FRA and Competition Schedule descriptions for Discipline=HO",Complete--change has been implemented
,v11.4,INC0234536,TCC10,Event Unit - Olympic,Jam Mulcare,2012-06-19T00:00:00+00:00,Closed,Modified schedule and infoSchedule flags to N for SY0000N02 and SY0000N03,Complete--change has been implemented
,v11.4,INC0234475,OCC007,Location - Olympic,ATOS,2012-06-19T00:00:00+00:00,Closed,"Changed WRD from ""non-competition"" to ""competition"".",Complete--change has been implemented
,v11.4,INC0234830,TCC10,Event Unit - Olympic,Jam Mulcare,2012-06-20T00:00:00+00:00,Closed,"Modified VO ENG, FRA and Competition Schedule descriptions for Preliminaries",Complete--change has been implemented
,v11.4,INC0235676,TCC11,Event Unit - Paralympic,Jam Mulcare,2012-06-20T00:00:00+00:00,Closed,Deleted Daily Schedule for Discipline=WB Gender=M and W,Complete--change has been implemented
,v11.4,INC0235676,TCC11,Event Unit - Paralympic,Jam Mulcare,2012-06-20T00:00:00+00:00,Closed,Added Daily Schedule for Discipline=WB Gender=0,Complete--change has been implemented
,v11.4,INC0235676,TCC11,Event Unit - Paralympic,Jam Mulcare,2012-06-20T00:00:00+00:00,Closed,Modified descriptions for Discipline=WB,Complete--change has been implemented
,v11.4,IDS Initiated,TCC23,National Olympic Committees (NOC),Sue Whitworth,2012-06-20T00:00:00+00:00,Closed,"Modified some descriptions coming from IKM: IOA, LBA, ISV, MDA, TAN, TLS, VIE",Complete--change has been implemented
,v11.4,BME,TCC32,Record Type - Olympic,Jam Mulcare,2012-06-21T00:00:00+00:00,Closed,"Deleted, for MP, the Record Types=WR, OR, =WR, =OR",Complete--change has been implemented
,v11.4,INC0236619,TCC10,Event Unit - Olympic,Jam Mulcare,2012-06-21T00:00:00+00:00,Closed,"Modified for HO, ENG, FRA and Competition Schedule descriptions",Complete--change has been implemented
,v11.4 - MKD,IDS Initiated,TCC03,Country,Codes manager,2012-06-22T00:00:00+00:00,Closed,Modified short description for MKD,Complete--change has been implemented and all stakeholders have been informed
,v11.4 - MKD,IDS Initiated,TCC23,National Olympic Committees (NOC),Sue Whitworth,2012-06-22T00:00:00+00:00,Closed,Modified short description for MKD,Complete--change has been implemented
,v11.4 - MKD,IDS Initiated,TCC24,National Paralympic Committees (NPC),Sue Whitworth,2012-06-22T00:00:00+00:00,Closed,Modified short description for MKD,Complete--change has been implemented
,v11.4 - MKD,IDS Initiated,OCC009,Organisation - Olympic,ATOS,2012-06-22T00:00:00+00:00,Closed,Modified short description for MKD,Complete--change has been implemented
,v11.4 - MKD,IDS Initiated,OCC010,Organisation - Paralympic,ATOS,2012-06-22T00:00:00+00:00,Closed,Modified short description for MKD,Complete--change has been implemented
,v12.1,INC0238842,TCC33,Record Type - Paralympic,Jam Mulcare,2012-06-25T00:00:00+00:00,Closed,"Added for SW the following Record Types: =AF, =AM, =AS, =EU, =OC, =PR and =WR",Complete--change has been implemented
,v12.1,INC0238842,TCC33,Record Type - Paralympic,Jam Mulcare,2012-06-25T00:00:00+00:00,Closed,"Modified description for SW Record Type AM, to be consistent with TCC32 Olympic",Complete--change has been implemented
,v12.1,INC0238770,TCC10,Event Unit - Olympic,Jam Mulcare,2012-06-25T00:00:00+00:00,Closed,"Changed, for GA/GT/GR 0 000 Q 01, schedule and infoSchedule to Y",Complete--change has been implemented
,v12.1,INC0239196,TCC10,Event Unit - Olympic,Jam Mulcare,2012-06-25T00:00:00+00:00,Closed,"Added brackets for Discipline=BX, Event=064/191, Phase=3 and EventUnit=01..04 ",Complete--change has been implemented
,v12.1,INC0239240,TCC10,Event Unit - Olympic,Jam Mulcare,2012-06-25T00:00:00+00:00,Closed,Modified ENG Description for WRW272352 and WRW272452,Complete--change has been implemented
,v12.1,INC0239409,TCC10,Event Unit - Olympic,Jam Mulcare,2012-06-25T00:00:00+00:00,Closed,"Modified all descriptions for BD0000U13, BD0000U14 and BD0000U17",Complete--change has been implemented
,v12.1,INC0239685,OCC007,Location - Olympic,ATOS,2012-06-25T00:00:00+00:00,Closed,"Changed PC2 from ""non-competition"" to ""competition"".",Complete--change has been implemented
,v12.1,INC0239685,OCC008,Location - Paralympic,ATOS,2012-06-25T00:00:00+00:00,Closed,"Changed PC2 from ""non-competition"" to ""competition"".",Complete--change has been implemented
,v12.1,INC0239661,TCC10,Event Unit - Olympic,Jam Mulcare,2012-06-26T00:00:00+00:00,Closed,"Modified for HB, ENG, FRA and Competition Schedule descriptions",Complete--change has been implemented
,v12.1,INC0240523,OCC007,Location - Olympic,ATOS,2012-06-26T00:00:00+00:00,Closed,Changed SA6 descriptions,Complete--change has been implemented
,v12.1,INC0240975,TCC10,Event Unit - Olympic,Jam Mulcare,2012-06-26T00:00:00+00:00,Closed,"Modified for SY0000N01, ENG, FRA and Competition Schedule descriptions",Complete--change has been implemented
,v12.1,INC0240540,OCC008,Location - Paralympic,ATOS,2012-06-25T00:00:00+00:00,Closed,Added BO8,Complete--change has been implemented
,v12.1,INC0240540,TCC11,Event Unit - Paralympic,Jam Mulcare,2012-06-25T00:00:00+00:00,Closed,Modified ENG long description and competition Schedule for Discipline=BO and Phase=M,Complete--change has been implemented
,v12.1,INC0240384,TCC32,Record Type - Olympic,Jam Mulcare,2012-07-02T00:00:00+00:00,Closed,"Added for AT the following Record Types: =AF, =AS, =EU, =NA, =OC and =SA  ",Complete--change has been implemented
,v12.1,INC0240384,TCC33,Record Type - Paralympic,Jam Mulcare,2012-07-02T00:00:00+00:00,Closed,"Added for AT the following Record Types: =AF, =AS, =EU, =AM and =OC",Complete--change has been implemented
,v12.1,INC0247189,TCC10,Event Unit - Olympic,Jam Mulcare,2012-07-03T00:00:00+00:00,Closed,Modified for EQX402901 schedule and infoSchedule to Y,Complete--change has been implemented
,v12.2,INC0249191,TCC11,Event Unit - Paralympic,Jam Mulcare,2012-07-06T00:00:00+00:00,Closed,"Modified descriptions and competition Schedule for Discipline=JU , Gender=W, Phase=4, Units=51,52,53,54",Complete--change has been implemented
,v12.2,INC0246673,TCC10,Event Unit - Olympic,Jam Mulcare,2012-07-06T00:00:00+00:00,Closed,"Changed medalflag for CT Bronze units, from 1 to 2.",Complete--change has been implemented
,v12.2,INC0250916,TCC30,Record - Olympic,Jam Mulcare,2012-07-06T00:00:00+00:00,Closed,Deleted SW M/W 119000 events,Complete--change has been implemented and all stakeholders have been informed
,v12.2,INC0248057,OCC006,Function - Paralympic,ATOS,2012-07-06T00:00:00+00:00,Closed,Updated the table with the correct functions from Accreditation,Complete--change has been implemented
,v12.2,INC0251807,OCC007,Location - Olympic,ATOS,2012-07-06T00:00:00+00:00,Closed,Modified id for non-competition venues,Complete--change has been implemented
,v12.2,INC0251807,OCC007,Location - Olympic,ATOS,2012-07-06T00:00:00+00:00,Closed,Added non-competition venues for the sake of trainings,Complete--change has been implemented
,v12.2,INC0248043,OCC007,Location - Olympic,ATOS,2012-07-07T00:00:00+00:00,Closed,Changed all FB locations order to 1,Complete--change has been implemented
,v12.3,INC0254625,TCC08,Event - Olympic,Jam Mulcare,2012-07-09T00:00:00+00:00,Closed,Added non-competition categories,Complete--change has been implemented
,v12.3,INC0254625,TCC25,Phase - Olympic,Jam Mulcare,2012-07-09T00:00:00+00:00,Closed,Added non-competition subcategories,Complete--change has been implemented
,v12.3,INC0256166,TCC03,Country,ATOS,2012-07-10T00:00:00+00:00,Closed,Modified Russian Fed. to Russia,Complete--change has been implemented
,v12.3,INC0256166,TCC23,National Olympic Comittee (NOC),ATOS,2012-07-10T00:00:00+00:00,Closed,Modified Russian Federation to Russia and from Federation de Russie to Russie.,Complete--change has been implemented
,v12.3,INC0256166,TCC03,National Paralympic Comittee (NPC),ATOS,2012-07-10T00:00:00+00:00,Closed,Modified Russian Fed. to Russia,Complete--change has been implemented
,v12.3,INC0256166,OCC09,Organisation - Olympic,ATOS,2012-07-10T00:00:00+00:00,Closed,Modified Russian Federation to Russia and from Federation de Russie to Russie.,Complete--change has been implemented
,v12.3,INC0256166,OCC010,Organisation - Paralympic,ATOS,2012-07-12T00:00:00+00:00,Closed,Modified Russian Fed. to Russia,Complete--change has been implemented
