Discipline,Gender,Event,phase,type,ENG Description,FRA Description,POR Description,SPA Description,ENG longdescription,FRA longdescription,POR longdescription,SPA longdescription,ENG phase Description,FRA phase Description,POR phase Description,SPA phase Description
WR,M,159,4,3,MGR 59 kg 1/8 Finals/Rep Rnd 1,"Lutte GR, 59 kg - h, 1/8 finale/rep. 1","Luta GR, 59kg masc, 1/8 / 1a repescagem","Lucha GR, 59 kg masc, 1/8 / 1a repesca",Men's Greco-Roman 59 kg 1/8 Finals/Repechage Round 1,"Lutte gréco-romaine, 59 kg - hommes, 8es de finale/1er tour de repêchage","Luta greco-romana, 59kg masculino, oitavas de final / 1a rodada da repescagem","Lucha Grecorromana, 59 kg masculino, 1/8 de final / 1a ronda de la repesca",1/8 Finals/Repechage Round 1,8es de finale / 1er tour de repêchage,Oitavas de Final / primeira rodada da repescagem,1/8 de final / 1a ronda de la repesca
WR,M,159,5,3,MGR 59 kg Qualifications,"Gréco-romaine, 59 kg - h, qualifications","Luta GR, 59kg masc, classificatórias","Lucha GR, 59 kg masc, calificaciones",Men's Greco-Roman 59 kg Qualifications,"Lutte gréco-romaine, 59 kg - hommes, qualifications","Luta greco-romana, 59kg masculino, classificatórias","Lucha Grecorromana, 59 kg masculino, calificaciones",Qualifications,Qualifications,Classificatórias,Calificaciones
WR,M,159,M,6,MGR 59 kg Victory Ceremony,"Gréco-romaine, 59 kg - hom., remise méd.","Luta GR, 59kg masc, cer. premiação","Lucha GR 59 kg masc, cer. de medallas",Men's Greco-Roman 59 kg Victory Ceremony,"Lutte gréco-romaine, 59 kg - hommes, cérémonie de remise des médailles","Luta greco-romana, 59kg masculino, cerimônia de entrega das medalhas","Lucha Grecorromana, 59 kg masculino, ceremonia de entrega de medallas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas,Ceremonia de entrega de medallas
WR,M,166,0,8,Men's Greco-Roman 66 kg,"Gréco-romaine, 66 kg - hommes","Luta GR, 66kg masculino","Lucha Grecorromana, 66 kg masculino",Men's Greco-Roman 66 kg,"Lutte gréco-romaine, 66 kg - hommes","Luta greco-romana, 66kg masculino","Lucha Grecorromana, 66 kg masculino","","","",
WR,M,166,1,3,MGR 66 kg Finals,"Gréco-romaine, 66 kg - hommes, finales","Luta GR, 66kg masc, finais","Lucha GR, 66 kg masculino, finales",Men's Greco-Roman 66 kg Finals,"Lutte gréco-romaine, 66 kg - hommes, finales","Luta greco-romana, 66kg masculino, finais","Lucha Grecorromana, 66 kg masculino, finales",Finals,Finales,Finais,Finales
WR,M,166,2,3,MGR 66 kg Semifinals/Bronze Finals,"Lutte GR, 66 kg - h, 1/2 finales/bronze","Luta GR, 66kg masc, 1/2 / disputa bronze","Lucha GR, 66 kg masc, 1/2 / bronce",Men's Greco-Roman 66 kg Semifinals/Bronze Medal Finals,"Lutte gréco-romaine, 66 kg - hommes, demi-finales/médaille de bronze","Luta greco-romana, 66kg masculino, semifinais / disputa pela medalha de bronze","Lucha Grecorromana, 66 kg masculino, semifinales / medalla de bronce",Semifinals/Bronze Medal Finals,Demi-finales / médaille de bronze,Semifinais / Disputa pela medalha de bronze,Semifinales / medalla de bronce
WR,M,166,3,3,MGR 66 kg 1/4 Finals/Rep Rnd 2,"Lutte GR, 66 kg - h, 1/4 finale/rep. 2","Luta GR, 66kg masc, 1/4 / 2a repescagem","Lucha GR, 66 kg masc, 1/4 / 2a repesca",Men's Greco-Roman 66 kg 1/4 Finals/Repechage Round 2,"Lutte gréco-romaine, 66 kg - hommes, quarts de finale/2e tour de repêchage","Luta greco-romana, 66kg masculino, quartas de final / 2a rodada da repescagem","Lucha Grecorromana, 66 kg masculino, 1/4 de final / 2a ronda de la repesca",1/4 Finals/Repechage Round 2,Quarts de finale / 2e tour de repêchage,Quartas de Final / segunda rodada da repescagem,1/4 de final / 2a ronda de la repesca
WR,M,166,4,3,MGR 66 kg 1/8 Finals/Rep Rnd 1,"Lutte GR, 66 kg - h, 1/8 finale/rep. 1","Luta GR, 66kg masc, 1/8 / 1a repescagem","Lucha GR, 66 kg masc, 1/8 / 1a repesca",Men's Greco-Roman 66 kg 1/8 Finals/Repechage Round 1,"Lutte gréco-romaine, 66 kg - hommes, 8es de finale/1er tour de repêchage","Luta greco-romana, 66kg masculino, oitavas de final / 1a rodada da repescagem","Lucha Grecorromana, 66 kg masculino, 1/8 de final / 1a ronda de la repesca",1/8 Finals/Repechage Round 1,8es de finale / 1er tour de repêchage,Oitavas de Final / primeira rodada da repescagem,1/8 de final / 1a ronda de la repesca
WR,M,166,5,3,MGR 66 kg Qualifications,"Gréco-romaine, 66 kg - h, qualifications","Luta GR, 66kg masc, classificatórias","Lucha GR, 66 kg masc, calificaciones",Men's Greco-Roman 66 kg Qualifications,"Lutte gréco-romaine, 66 kg - hommes, qualifications","Luta greco-romana, 66kg masculino, classificatórias","Lucha Grecorromana, 66 kg masculino, calificaciones",Qualifications,Qualifications,Classificatórias,Calificaciones
WR,M,166,M,6,MGR 66 kg Victory Ceremony,"Gréco-romaine, 66 kg - hom., remise méd.","Luta GR, 66kg masc, cer. premiação","Lucha GR 66 kg masc, cer. de medallas",Men's Greco-Roman 66 kg Victory Ceremony,"Lutte gréco-romaine, 66 kg - hommes, cérémonie de remise des médailles","Luta greco-romana, 66kg masculino, cerimônia de entrega das medalhas","Lucha Grecorromana, 66 kg masculino, ceremonia de entrega de medallas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas,Ceremonia de entrega de medallas
WR,M,175,0,8,Men's Greco-Roman 75 kg,"Gréco-romaine, 75 kg - hommes","Luta GR, 75kg masculino ","Lucha Grecorromana, 75 kg masculino",Men's Greco-Roman 75 kg,"Lutte gréco-romaine, 75 kg - hommes","Luta greco-romana, 75kg masculino ","Lucha Grecorromana, 75 kg masculino","","","",
WR,M,175,1,3,MGR 75 kg Finals,"Gréco-romaine, 75 kg - hommes, finales","Luta GR, 75kg masc, finais","Lucha GR, 75 kg masculino, finales",Men's Greco-Roman 75 kg Finals,"Lutte gréco-romaine, 75 kg - hommes, finales","Luta greco-romana, 75kg masculino, finais","Lucha Grecorromana, 75 kg masculino, finales",Finals,Finales,Finais,Finales
WR,M,175,2,3,MGR 75 kg Semifinals/Bronze Finals,"Lutte GR, 75 kg - h, 1/2 finales/bronze","Luta GR, 75kg masc, 1/2 / disputa bronze","Lucha GR, 75 kg masc, 1/2 / bronce",Men's Greco-Roman 75 kg Semifinals/Bronze Medal Finals,"Lutte gréco-romaine, 75 kg - hommes, demi-finales/médaille de bronze","Luta greco-romana, 75kg masculino, semifinais / disputa pela medalha de bronze","Lucha Grecorromana, 75 kg masculino, semifinales / medalla de bronce",Semifinals/Bronze Medal Finals,Demi-finales / médaille de bronze,Semifinais / Disputa pela medalha de bronze,Semifinales / medalla de bronce
WR,M,175,3,3,MGR 75 kg 1/4 Finals/Rep Rnd 2,"Lutte GR, 75 kg - h, 1/4 finale/rep. 2","Luta GR, 75kg masc, 1/4 / 2a repescagem","Lucha GR, 75 kg masc, 1/4 / 2a repesca",Men's Greco-Roman 75 kg 1/4 Finals/Repechage Round 2,"Lutte gréco-romaine, 75 kg - hommes, quarts de finale/2e tour de repêchage","Luta greco-romana, 75kg masculino, quartas de final / 2a rodada da repescagem","Lucha Grecorromana, 75 kg masculino, 1/4 de final / 2a ronda de la repesca",1/4 Finals/Repechage Round 2,Quarts de finale / 2e tour de repêchage,Quartas de Final / segunda rodada da repescagem,1/4 de final / 2a ronda de la repesca
WR,M,175,4,3,MGR 75 kg 1/8 Finals/Rep Rnd 1,"Lutte GR, 75 kg - h, 1/8 finale/rep. 1","Luta GR, 75kg masc, 1/8 / 1a repescagem","Lucha GR, 75 kg masc, 1/8 / 1a repesca",Men's Greco-Roman 75 kg 1/8 Finals/Repechage Round 1,"Lutte gréco-romaine, 75 kg - hommes, 8es de finale/1er tour de repêchage","Luta greco-romana, 75kg masculino, oitavas de final / 1a rodada da repescagem","Lucha Grecorromana, 75 kg masculino, 1/8 de final / 1a ronda de la repesca",1/8 Finals/Repechage Round 1,8es de finale / 1er tour de repêchage,Oitavas de Final / primeira rodada da repescagem,1/8 de final / 1a ronda de la repesca
WR,M,175,5,3,MGR 75 kg Qualifications,"Gréco-romaine, 75 kg - h, qualifications","Luta GR, 75kg masc, classificatórias","Lucha GR, 75 kg masc, calificaciones",Men's Greco-Roman 75 kg Qualifications,"Lutte gréco-romaine, 75 kg - hommes, qualifications","Luta greco-romana, 75kg masculino, classificatórias","Lucha Grecorromana, 75 kg masculino, calificaciones",Qualifications,Qualifications,Classificatórias,Calificaciones
WR,M,175,M,6,MGR 75 kg Victory Ceremony,"Gréco-romaine, 75 kg - hom., remise méd.","Luta GR, 75kg masc, cer. premiação","Lucha GR 75 kg masc, cer. de medallas",Men's Greco-Roman 75 kg Victory Ceremony,"Lutte gréco-romaine, 75 kg - hommes, cérémonie de remise des médailles","Luta greco-romana, 75kg masculino, cerimônia de entrega das medalhas","Lucha Grecorromana, 75 kg masculino, ceremonia de entrega de medallas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas,Ceremonia de entrega de medallas
WR,M,185,0,8,Men's Greco-Roman 85 kg,"Gréco-romaine, 85 kg - hommes","Luta GR, 85kg masculino","Lucha Grecorromana, 85 kg masculino",Men's Greco-Roman 85 kg,"Lutte gréco-romaine, 85 kg - hommes","Luta greco-romana, 85kg masculino","Lucha Grecorromana, 85 kg masculino","","","",
WR,M,185,1,3,MGR 85 kg Finals,"Gréco-romaine, 85 kg - hommes, finales","Luta GR, 85kg masc, finais","Lucha GR, 85 kg masculino, finales",Men's Greco-Roman 85 kg Finals,"Lutte gréco-romaine, 85 kg - hommes, finales","Luta greco-romana, 85kg masculino, finais","Lucha Grecorromana, 85 kg masculino, finales",Finals,Finales,Finais,Finales
WR,M,185,2,3,MGR 85 kg Semifinals/Bronze Finals,"Lutte GR, 85 kg - h, 1/2 finales/bronze","Luta GR, 85kg masc, 1/2 / disputa bronze","Lucha GR, 85 kg masc, 1/2 / bronce",Men's Greco-Roman 85 kg Semifinals/Bronze Medal Finals,"Lutte gréco-romaine, 85 kg - hommes, demi-finales/médaille de bronze","Luta greco-romana, 85kg masculino, semifinais / disputa pela medalha de bronze","Lucha Grecorromana, 85 kg masculino, semifinales / medalla de bronce",Semifinals/Bronze Medal Finals,Demi-finales / médaille de bronze,Semifinais / Disputa pela medalha de bronze,Semifinales / medalla de bronce
WR,M,185,3,3,MGR 85 kg 1/4 Finals/Rep Rnd 2,"Lutte GR, 85 kg - h, 1/4 finale/rep. 2","Luta GR, 85kg masc, 1/4 / 2a repescagem","Lucha GR, 85 kg masc, 1/4 / 2a repesca",Men's Greco-Roman 85 kg 1/4 Finals/Repechage Round 2,"Lutte gréco-romaine, 85 kg - hommes, quarts de finale/2e tour de repêchage","Luta greco-romana, 85kg masculino, quartas de final / 2a rodada da repescagem","Lucha Grecorromana, 85 kg masculino, 1/4 de final / 2a ronda de la repesca",1/4 Finals/Repechage Round 2,Quarts de finale / 2e tour de repêchage,Quartas de Final / segunda rodada da repescagem,1/4 de final / 2a ronda de la repesca
WR,M,185,4,3,MGR 85 kg 1/8 Finals/Rep Rnd 1,"Lutte GR, 85 kg - h, 1/8 finale/rep. 1","Luta GR, 85kg masc, 1/8 / 1a repescagem ","Lucha GR, 85 kg masc, 1/8 / 1a repesca",Men's Greco-Roman 85 kg 1/8 Finals/Repechage Round 1,"Lutte gréco-romaine, 85 kg - hommes, 8es de finale/1er tour de repêchage","Luta greco-romana, 85kg masculino, oitavas de final / 1a rodada da repescagem","Lucha Grecorromana, 85 kg masculino, 1/8 de final / 1a ronda de la repesca",1/8 Finals/Repechage Round 1,8es de finale / 1er tour de repêchage,Oitavas de Final / primeira rodada da repescagem,1/8 de final / 1a ronda de la repesca
WR,M,185,5,3,MGR 85 kg Qualifications,"Gréco-romaine, 85 kg - h, qualifications","Luta GR, 85kg masc, classificatórias","Lucha GR, 85 kg masc, calificaciones",Men's Greco-Roman 85 kg Qualifications,"Lutte gréco-romaine, 85 kg - hommes, qualifications","Luta greco-romana, 85kg masculino, classificatórias","Lucha Grecorromana, 85 kg masculino, calificaciones",Qualifications,Qualifications,Classificatórias,Calificaciones
WR,M,185,M,6,MGR 85 kg Victory Ceremony,"Gréco-romaine, 85 kg - hom., remise méd.","Luta GR, 85kg masc, cer. premiação","Lucha GR 85 kg masc, cer. de medallas",Men's Greco-Roman 85 kg Victory Ceremony,"Lutte gréco-romaine, 85 kg - hommes, cérémonie de remise des médailles","Luta greco-romana, 85kg masculino, cerimônia de entrega das medalhas","Lucha Grecorromana, 85 kg masculino, ceremonia de entrega de medallas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas,Ceremonia de entrega de medallas
WR,M,198,0,8,Men's Greco-Roman 98 kg,"Gréco-romaine, 98 kg - hommes","Luta GR, 98kg masculino","Lucha Grecorromana, 98 kg masculino",Men's Greco-Roman 98 kg,"Lutte gréco-romaine, 98 kg - hommes","Luta greco-romana, 98kg masculino","Lucha Grecorromana, 98 kg masculino","","","",
WR,M,198,1,3,MGR 98 kg Finals,"Gréco-romaine, 98 kg - hommes, finales","Luta GR, 98kg masc, finais","Lucha GR, 98 kg masculino, finales",Men's Greco-Roman 98 kg Finals,"Lutte gréco-romaine, 98 kg - hommes, finales","Luta greco-romana, 98kg masculino, finais","Lucha Grecorromana, 98 kg masculino, finales",Finals,Finales,Finais,Finales
WR,M,198,2,3,MGR 98 kg Semifinals/Bronze Finals,"Lutte GR, 98 kg - h, 1/2 finales/bronze","Luta GR, 98kg masc, 1/2 / disputa bronze","Lucha GR, 98 kg masc, 1/2 / bronce",Men's Greco-Roman 98 kg Semifinals/Bronze Medal Finals,"Lutte gréco-romaine, 98 kg - hommes, demi-finales/médaille de bronze","Luta greco-romana, 98kg masculino, semifinais / disputa pela medalha de bronze","Lucha Grecorromana, 98 kg masculino, semifinales / medalla de bronce",Semifinals/Bronze Medal Finals,Demi-finales / médaille de bronze,Semifinais / Disputa pela medalha de bronze,Semifinales / medalla de bronce
WR,M,198,3,3,MGR 98 kg 1/4 Finals/Rep Rnd 2,"Lutte GR, 98 kg - h, 1/4 finale/rep. 2","Luta GR, 98kg masc, 1/4 / 2a repescagem","Lucha GR, 98 kg masc, 1/4 / 2a repesca",Men's Greco-Roman 98 kg 1/4 Finals/Repechage Round 2,"Lutte gréco-romaine, 98 kg - hommes, quarts de finale/2e tour de repêchage","Luta greco-romana, 98kg masculino, quartas de final / 2a rodada da repescagem","Lucha Grecorromana, 98 kg masculino, 1/4 de final / 2a ronda de la repesca",1/4 Finals/Repechage Round 2,Quarts de finale / 2e tour de repêchage,Quartas de Final / segunda rodada da repescagem,1/4 de final / 2a ronda de la repesca
WR,M,198,4,3,MGR 98 kg 1/8 Finals/Rep Rnd 1,"Lutte GR, 98 kg - h, 1/8 finale/rep. 1","Luta GR, 98kg masc, 1/8 / 1a repescagem","Lucha GR, 98 kg masc, 1/8 / 1a repesca",Men's Greco-Roman 98 kg 1/8 Finals/Repechage Round 1,"Lutte gréco-romaine, 98 kg - hommes, 8es de finale/1er tour de repêchage","Luta greco-romana, 98kg masculino, oitavas de final / 1a rodada da repescagem","Lucha Grecorromana, 98 kg masculino, 1/8 de final / 1a ronda de la repesca",1/8 Finals/Repechage Round 1,8es de finale / 1er tour de repêchage,Oitavas de Final / primeira rodada da repescagem,1/8 de final / 1a ronda de la repesca
WR,M,198,5,3,MGR 98 kg Qualifications,"Gréco-romaine, 98 kg - h, qualifications","Luta GR, 98kg masc, classificatórias","Lucha GR, 98 kg masc, calificaciones",Men's Greco-Roman 98 kg Qualifications,"Lutte gréco-romaine, 98 kg - hommes, qualifications","Luta greco-romana, 98kg masculino, classificatórias","Lucha Grecorromana, 98 kg masculino, calificaciones",Qualifications,Qualifications,Classificatórias,Calificaciones
WR,M,198,M,6,MGR 98 kg Victory Ceremony,"Gréco-romaine, 98 kg - hom., remise méd.","Luta GR, 98kg masc, cer. premiação","Lucha GR 98 kg masc, cer. de medallas",Men's Greco-Roman 98 kg Victory Ceremony,"Lutte gréco-romaine, 98 kg - hommes, cérémonie de remise des médailles","Luta greco-romana, 98kg masculino, cerimônia de entrega das medalhas","Lucha Grecorromana, 98 kg masculino, ceremonia de entrega de medallas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas,Ceremonia de entrega de medallas
WR,M,200,0,8,Men's Freestyle,Lutte libre - hommes,Luta livre masculina,Lucha de estilo libre masculina,Men's Freestyle,Lutte libre - hommes,Luta livre masculina,Lucha de estilo libre masculina,"","","",
WR,M,200,Y,8,Men's Freestyle Daily Schedule,"Lutte libre - hom., calendrier par jour","Luta livre masculina, programação diária","Lucha FR masculina, programa diario",Men's Freestyle Daily Schedule,"Lutte libre - hommes, calendrier par jour","Luta livre masculina, programação diária","Lucha de estilo libre masculina, programa diario","","","",
WR,M,257,0,8,Men's Freestyle 57 kg,"Libre, 57 kg - hommes","Luta livre, 57kg masculino","Lucha de estilo libre, 57 kg masculino",Men's Freestyle 57 kg,"Lutte libre, 57 kg - hommes","Luta livre, 57kg masculino","Lucha de estilo libre, 57 kg masculino","","","",
WR,M,257,1,3,MFS 57 kg Finals,"Libre, 57 kg - hommes, finales","Luta livre, 57kg masculino, finais","Lucha FR, 57 kg masc, finales",Men's Freestyle 57 kg Finals,"Lutte libre, 57 kg - hommes, finales","Luta livre, 57kg masculino, finais","Lucha de estilo libre, 57 kg masculino, finales",Finals,Finales,Finais,Finales
WR,M,257,2,3,MFS 57 kg Semifinals/Bronze Finals,"Libre, 57 kg - h, 1/2 finales/bronze","Luta livre,57kg masc,1/2 /disputa bronze","Lucha FR, 57 kg masc, 1/2 / bronce",Men's Freestyle 57 kg Semifinals/Bronze Medal Finals,"Lutte libre, 57 kg - hommes, demi-finales/médaille de bronze","Luta livre, 57kg masculino, semifinais / disputa pela medalha de bronze","Lucha de estilo libre, 57 kg masculino, semifinales / medalla de bronce",Semifinals/Bronze Medal Finals,Demi-finales / médaille de bronze,Semifinais / Disputa pela medalha de bronze,Semifinales / medalla de bronce
WR,M,257,3,3,MFS 57 kg 1/4 Finals/Rep Rnd 2,"Libre, 57 kg - h, 1/4 finale/rep. 2","Luta livre,57kg masc,1/4 / 2a repescagem","Lucha FR, 57 kg masc, 1/4 / 2a repesca",Men's Freestyle 57 kg 1/4 Finals/Repechage Round 2,"Lutte libre, 57 kg - hommes, quarts de finale/2e tour de repêchage","Luta livre, 57kg masculino, quartas de final / 2a rodada da repescagem","Lucha de estilo libre, 57 kg masculino, 1/4 de final / 2a ronda de la repesca",1/4 Finals/Repechage Round 2,Quarts de finale / 2e tour de repêchage,Quartas de Final / segunda rodada da repescagem,1/4 de final / 2a ronda de la repesca
WR,M,257,4,3,MFS 57 kg 1/8 Finals/Rep Rnd 1,"Libre, 57 kg - h, 1/8 finale/rep. 1","Luta livre,57kg masc,1/8 / 1a repescagem","Lucha FR, 57 kg masc, 1/8 / 1a repesca",Men's Freestyle 57 kg 1/8 Finals/Repechage Round 1,"Lutte libre, 57 kg - hommes, 8es de finale/1er tour de repêchage","Luta livre, 57kg masculino, oitavas de final / 1a rodada da repescagem","Lucha de estilo libre, 57 kg masculino, 1/8 de final / 1a ronda de la repesca",1/8 Finals/Repechage Round 1,8es de finale / 1er tour de repêchage,Oitavas de Final / primeira rodada da repescagem,1/8 de final / 1a ronda de la repesca
