Discipline,Gender,Event,phase,type,ENG Description,FRA Description,POR Description,ENG longdescription,FRA longdescription,POR longdescription,ENG phase Description,FRA phase Description,POR phase Description
UT,0,MPT,0,8,Modern Pentathlon Training,Entraînement de pentathlon moderne,Treinamento de pentatlo moderno,Modern Pentathlon Training,Entraînement de pentathlon moderne,Treinamento de pentatlo moderno,,,
UT,0,ROT,0,8,Rowing Training,Entraînement d'aviron,Treinamento de remo,Rowing Training,Entraînement d'aviron,Treinamento de remo,,,
UT,0,RUT,0,8,Rugby Training,Entraînement de rugby,Treinamento de Rugby,Rugby Training,Entraînement de rugby,Treinamento de Rugby,,,
UT,0,SAT,0,8,Sailing Training,Entraînement de voile,Treinamento de vela ,Sailing Training,Entraînement de voile,Treinamento de vela ,,,
UT,0,SHT,0,8,Shooting Training,Entraînement de tir,Treinamento de tiro esportivo,Shooting Training,Entraînement de tir,Treinamento de tiro esportivo,,,
UT,0,SWT,0,8,Swimming Training,Entraînement  de natation,Treinamento de natação,Swimming Training,Entraînement  de natation,Treinamento de natação,,,
UT,0,SYT,0,8,Synchronised Swimming Training,Entraînement de natation synchronisée,Treinamento de nado sincronizado,Synchronised Swimming Training,Entraînement de natation synchronisée,Treinamento de nado sincronizado,,,
UT,0,TET,0,8,Tennis Training,Entraînement de tennis,Treinamento de tênis,Tennis Training,Entraînement de tennis,Treinamento de tênis,,,
UT,0,TKT,0,8,Taekwondo Training,Entraînement de taekwondo,Treinamento de taekwondo,Taekwondo Training,Entraînement de taekwondo,Treinamento de taekwondo,,,
UT,0,TRT,0,8,Triathlon Training,Entraînement de triathlon,Treinamento de triatlo,Triathlon Training,Entraînement de triathlon,Treinamento de triatlo,,,
UT,0,TTT,0,8,Table Tennis Training,Entraînement de tennis de table,Treinamento de tênis de mesa,Table Tennis Training,Entraînement de tennis de table,Treinamento de tênis de mesa,,,
UT,0,VOT,0,8,Volleyball Training,Entraînement de volleyball,Treinamento de voleibol,Volleyball Training,Entraînement de volleyball,Treinamento de voleibol,,,
UT,0,WLT,0,8,Weightlifting Training,Entraînement d'haltérophilie,Treinamento de levantamento de peso,Weightlifting Training,Entraînement d'haltérophilie,Treinamento de levantamento de peso,,,
UT,0,WPT,0,8,Water Polo Training,Entraînement de water-polo,Treinamento de polo aquático,Water Polo Training,Entraînement de water-polo,Treinamento de polo aquático,,,
UT,0,WRT,0,8,Wrestling Training,Entraînement de lutte,Treinamento de luta olímpica ,Wrestling Training,Entraînement de lutte,Treinamento de luta olímpica ,,,
VB,0,000,0,8,Volleyball Sport,Volleyball,Voleibol,Volleyball Sport,Volleyball,Voleibol,,,
VO,0,000,0,8,Volleyball,Volleyball,Voleibol,Volleyball,Volleyball,Voleibol,,,
VO,0,000,N,7,Volleyball - Draw,"Volleyball, tirage au sort","Voleibol, sorteio",Volleyball - Draw,"Volleyball, tirage au sort","Voleibol, sorteio",,,
VO,0,000,Q,9,Volleyball - Team Captains Meeting,"Volleyball, réunion des chefs d'équipe",Voleibol - reunião dos chefes de equipe,Volleyball - Team Captains Meeting,"Volleyball, réunion des chefs d'équipe",Voleibol - reunião dos chefes de equipe,,,
VO,0,000,Y,8,Volleyball Daily Schedule,"Volleyball, calendrier par jour","Voleibol, programação diária",Volleyball Daily Schedule,"Volleyball, calendrier par jour","Voleibol, programação diária",,,
VO,0,MNZ,0,8,Maracanãzinho,Maracanãzinho,Maracanãzinho,Maracanãzinho,Maracanãzinho,Maracanãzinho,,,
VO,M,000,0,8,Men,Hommes,Masculino,Men,Hommes,Masculino,,,
VO,M,400,0,8,Men,Hommes,Masculino,Men,Hommes,Masculino,,,
VO,M,400,1,3,Men's Final Round,"Hommes, finales","Masculino, finais",Men's Final Round,"Hommes, finales","Masculino, finais",Final Round,Finales,Finais
VO,M,400,2,3,Men's Semifinals,"Hommes, demi-finales","Masculino, semifinais",Men's Semifinals,"Hommes, demi-finales","Masculino, semifinais",Semifinals,Demi-finales,Semifinais
VO,M,400,3,3,Men's Quarterfinals,"Hommes, quarts de finale","Masculino, quartas de final",Men's Quarterfinals,"Hommes, quarts de finale","Masculino, quartas de final",Quarterfinals,Quarts de finale,Quartas de Final
VO,M,400,9,3,Men's Preliminary Round,"Hommes, éliminatoires","Masculino, fase de grupos",Men's Preliminary Round,"Hommes, éliminatoires","Masculino, fase de grupos",Preliminary Round,Éliminatoires,Fase de grupos
VO,M,400,A,3,Men's Preliminary - Pool A,"Hommes, éliminatoires - poule A","Masculino, fase de grupos - grupo A",Men's Preliminary - Pool A,"Hommes, éliminatoires - poule A","Masculino, fase de grupos - grupo A",Preliminary - Pool A,Éliminatoires - poule A,Fase de grupos - grupo A
VO,M,400,B,3,Men's Preliminary - Pool B,"Hommes, éliminatoires - poule B","Masculino, fase de grupos - grupo B",Men's Preliminary - Pool B,"Hommes, éliminatoires - poule B","Masculino, fase de grupos - grupo B",Preliminary - Pool B,Éliminatoires - poule B,Fase de grupos - grupo B
VO,M,400,M,6,Men's Victory Ceremony,"Hommes, remise des médailles","Masculino, cer. premiação",Men's Victory Ceremony,"Hommes, cérémonie de remise des médailles","Masculino, cerimônia de entrega das medalhas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas
VO,M,400,N,7,Draw for Men's Volleyball,"Volleyball - hommes, tirage au sort","Voleibol masculino, sorteio",Draw for Men's Volleyball,"Volleyball - hommes, tirage au sort","Voleibol masculino, sorteio","","",""
VO,W,000,0,8,Women,Femmes,Feminino,Women,Femmes,Feminino,"","",""
VO,W,400,0,8,Women,Femmes,Feminino,Women,Femmes,Feminino,"","",""
VO,W,400,1,3,Women's Final Round,"Femmes, finales","Feminino, finais",Women's Final Round,"Femmes, finales","Feminino, finais",Final Round,Finales,Finais
VO,W,400,2,3,Women's Semifinals,"Femmes, demi-finales","Feminino, semifinais",Women's Semifinals,"Femmes, demi-finales","Feminino, semifinais",Semifinals,Demi-finales,Semifinais
VO,W,400,3,3,Women's Quarterfinals,"Femmes, quarts de finale","Feminino, quartas de final",Women's Quarterfinals,"Femmes, quarts de finale","Feminino, quartas de final",Quarterfinals,Quarts de finale,Quartas de Final
VO,W,400,9,3,Women's Preliminary Round,"Femmes, éliminatoires","Feminino, fase de grupos",Women's Preliminary Round,"Femmes, éliminatoires","Feminino, fase de grupos",Preliminary Round,Éliminatoires,Fase de grupos
VO,W,400,A,3,Women's Preliminary - Pool A,"Femmes, éliminatoires - poule A","Feminino, fase de grupos - grupo A",Women's Preliminary - Pool A,"Femmes, éliminatoires - poule A","Feminino, fase de grupos - grupo A",Preliminary - Pool A,Éliminatoires - poule A,Fase de grupos - grupo A
VO,W,400,B,3,Women's Preliminary - Pool B,"Femmes, éliminatoires - poule B","Feminino, fase de grupos - grupo B",Women's Preliminary - Pool B,"Femmes, éliminatoires - poule B","Feminino, fase de grupos - grupo B",Preliminary - Pool B,Éliminatoires - poule B,Fase de grupos - grupo B
VO,W,400,M,6,Women's Victory Ceremony,"Femmes, remise des médailles","Feminino, cer. premiação",Women's Victory Ceremony,"Femmes, cérémonie de remise des médailles","Feminino, cerimônia de entrega das medalhas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas
VO,W,400,N,7,Draw for Women's Volleyball,"Volleyball - femmes, tirage au sort","Voleibol feminino, sorteio",Draw for Women's Volleyball,"Volleyball - femmes, tirage au sort","Voleibol feminino, sorteio","","",""
WL,0,000,0,8,Weightlifting,Haltérophilie,Levantamento de peso,Weightlifting,Haltérophilie,Levantamento de peso,"","",""
WL,0,000,Q,4,Weightlifting Technical Congress,Haltérophilie - congrès technique,"Levantamento de peso, congresso técnico",Weightlifting Technical Congress,Haltérophilie - congrès technique,"Levantamento de peso, congresso técnico","","",""
WL,0,RC2,0,8,Riocentro - Pavilion 2,Riocentro - Pavillon 2,Riocentro - Pavilhão 2,Riocentro - Pavilion 2,Riocentro - Pavillon 2,Riocentro - Pavilhão 2,"","",""
WL,M,000,0,8,Men,Hommes,Masculino,Men,Hommes,Masculino,"","",""
WL,M,005,0,8,Men's 105kg,105 kg - hommes,Até 105kg masculino,Men's 105kg,105 kg - hommes,Até 105kg masculino,"","",""
WL,M,005,1,3,Men's 105kg All Groups,"105 kg - hommes, tous les groupes","Até 105kg masculino, todos os grupos",Men's 105kg All Groups,"105 kg - hommes, tous les groupes","Até 105kg masculino, todos os grupos",All Groups,Tous les groupes,Todos os grupos
WL,M,005,M,6,Men's 105kg Victory Ceremony,"105 kg - hommes, remise des médailles","Até 105kg masculino, cer. premiação",Men's 105kg Victory Ceremony,"105 kg - hommes, cérémonie de remise des médailles","Até 105kg masculino, cerimônia de entrega das medalhas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas
WL,M,025,0,8,Men's +105kg,+105 kg - hommes,Acima de 105kg masculino,Men's +105kg,+105 kg - hommes,Acima de 105kg masculino,"","",""
WL,M,025,1,3,Men's +105kg All Groups,"+105 kg - hommes, tous les groupes","Acima de 105kg masc, todos os grupos",Men's +105kg All Groups,"+105 kg - hommes, tous les groupes","Acima de 105kg masculino, todos os grupos",All Groups,Tous les groupes,Todos os grupos
WL,M,025,M,6,Men's +105kg Victory Ceremony,"+105 kg - hommes, remise des médailles","Acima de 105kg masc, cer. premiação",Men's +105kg Victory Ceremony,"+105 kg - hommes, cérémonie de remise des médailles","Acima de 105kg masculino, cerimônia de entrega das medalhas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas
WL,M,056,0,8,Men's 56kg,56 kg - hommes,Até 56kg masculino,Men's 56kg,56 kg - hommes,Até 56kg masculino,"","",""
WL,M,056,1,3,Men's 56kg All Groups,"56 kg - hommes, tous les groupes","Até 56kg masculino, todos os grupos",Men's 56kg All Groups,"56 kg - hommes, tous les groupes","Até 56kg masculino, todos os grupos",All Groups,Tous les groupes,Todos os grupos
WL,M,056,M,6,Men's 56kg Victory Ceremony,"56 kg - hommes, remise des médailles","Até 56kg masculino, cer. premiação",Men's 56kg Victory Ceremony,"56 kg - hommes, cérémonie de remise des médailles","Até 56kg masculino, cerimônia de entrega das medalhas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas
WL,M,062,0,8,Men's 62kg,62 kg - hommes,Até 62kg masculino,Men's 62kg,62 kg - hommes,Até 62kg masculino,"","",""
WL,M,062,1,3,Men's 62kg All Groups,"62 kg - hommes, tous les groupes","Até 62kg masculino, todos os grupos",Men's 62kg All Groups,"62 kg - hommes, tous les groupes","Até 62kg masculino, todos os grupos",All Groups,Tous les groupes,Todos os grupos
WL,M,062,M,6,Men's 62kg Victory Ceremony,"62 kg - hommes, remise des médailles","Até 62kg masculino, cer. premiação",Men's 62kg Victory Ceremony,"62 kg - hommes, cérémonie de remise des médailles","Até 62kg masculino, cerimônia de entrega das medalhas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas
WL,M,069,0,8,Men's 69kg,69 kg - hommes,Até 69kg masculino,Men's 69kg,69 kg - hommes,Até 69kg masculino,"","",""
WL,M,069,1,3,Men's 69kg All Groups,"69 kg - hommes, tous les groupes","Até 69kg masculino, todos os grupos",Men's 69kg All Groups,"69 kg - hommes, tous les groupes","Até 69kg masculino, todos os grupos",All Groups,Tous les groupes,Todos os grupos
WL,M,069,M,6,Men's 69kg Victory Ceremony,"69 kg - hommes, remise des médailles","Até 69kg masculino, cer. premiação",Men's 69kg Victory Ceremony,"69 kg - hommes, cérémonie de remise des médailles","Até 69kg masculino, cerimônia de entrega das medalhas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas
WL,M,077,0,8,Men's 77kg,77 kg - hommes,Até 77kg masculino,Men's 77kg,77 kg - hommes,Até 77kg masculino,"","",""
WL,M,077,1,3,Men's 77kg All Groups,"77 kg - hommes, tous les groupes","Até 77kg masculino, todos os grupos",Men's 77kg All Groups,"77 kg - hommes, tous les groupes","Até 77kg masculino, todos os grupos",All Groups,Tous les groupes,Todos os grupos
WL,M,077,M,6,Men's 77kg Victory Ceremony,"77 kg - hommes, remise des médailles","Até 77kg masculino, cer. premiação",Men's 77kg Victory Ceremony,"77 kg - hommes, cérémonie de remise des médailles","Até 77kg masculino, cerimônia de entrega das medalhas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas
WL,M,085,0,8,Men's 85kg,85 kg - hommes,Até 85kg masculino,Men's 85kg,85 kg - hommes,Até 85kg masculino,"","",""
WL,M,085,1,3,Men's 85kg All Groups,"85 kg - hommes, tous les groupes","Até 85kg masculino, todos os grupos",Men's 85kg All Groups,"85 kg - hommes, tous les groupes","Até 85kg masculino, todos os grupos",All Groups,Tous les groupes,Todos os grupos
WL,M,085,M,6,Men's 85kg Victory Ceremony,"85 kg - hommes, remise des médailles","Até 85kg masculino, cer. premiação",Men's 85kg Victory Ceremony,"85 kg - hommes, cérémonie de remise des médailles","Até 85kg masculino, cerimônia de entrega das medalhas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas
WL,M,094,0,8,Men's 94kg,94 kg - hommes,Até 94kg masculino,Men's 94kg,94 kg - hommes,Até 94kg masculino,"","",""
WL,M,094,1,3,Men's 94kg All Groups,"94 kg - hommes, tous les groupes","Até 94kg masculino, todos os grupos",Men's 94kg All Groups,"94 kg - hommes, tous les groupes","Até 94kg masculino, todos os grupos",All Groups,Tous les groupes,Todos os grupos
WL,M,094,M,6,Men's 94kg Victory Ceremony,"94 kg - hommes, remise des médailles","Até 94kg masculino, cer. premiação",Men's 94kg Victory Ceremony,"94 kg - hommes, cérémonie de remise des médailles","Até 94kg masculino, cerimônia de entrega das medalhas",Victory Ceremony,Cérémonie de remise des médailles,Cerimônia de entrega das medalhas
WL,M,105,0,8,Men's 105kg - Snatch,"105 kg - hommes, arraché","Até 105kg masculino, arranco",Men's 105kg - Snatch,"105 kg - hommes, arraché","Até 105kg masculino, arranco","","",""
WL,M,125,0,8,Men's +105kg - Snatch,"+105 kg - hommes, arraché","Acima de 105kg masculino, arranco",Men's +105kg - Snatch,"+105 kg - hommes, arraché","Acima de 105kg, arranco","","",""
WL,M,156,0,8,Men's 56kg - Snatch,"56 kg - hommes, arraché","Até 56kg masculino, arranco",Men's 56kg - Snatch,"56 kg - hommes, arraché","Até 56kg masculino, arranco","","",""
WL,M,162,0,8,Men's 62kg - Snatch,"62 kg - hommes, arraché","Até 62kg masculino, arranco",Men's 62kg - Snatch,"62 kg - hommes, arraché","Até 62kg masculino, arranco","","",""
WL,M,169,0,8,Men's 69kg - Snatch,"69 kg - hommes, arraché","Até 69kg masculino, arranco ",Men's 69kg - Snatch,"69 kg - hommes, arraché","Até 69kg masculino, arranco ","","",""
WL,M,177,0,8,Men's 77kg - Snatch,"77 kg - hommes, arraché","Até 77kg masculino, arranco",Men's 77kg - Snatch,"77 kg - hommes, arraché","Até 77kg masculino, arranco","","",""
WL,M,185,0,8,Men's 85kg - Snatch,"85 kg - hommes, arraché","Até 85kg masculino, arranco",Men's 85kg - Snatch,"85 kg - hommes, arraché","Até 85kg masculino, arranco","","",""
WL,M,194,0,8,Men's 94kg - Snatch,"94 kg - hommes, arraché","Até 94kg masculino, arranco",Men's 94kg - Snatch,"94 kg - hommes, arraché","Até 94kg masculino, arranco","","",""
WL,M,205,0,8,Men's 105kg - Clean & Jerk,"105 kg - hommes, épaulé-jeté","Até 105kg masculino, arremesso",Men's 105kg - Clean & Jerk,"105 kg - hommes, épaulé-jeté","Até 105kg masculino, arremesso","","",""
WL,M,225,0,8,Men's +105kg - Clean & Jerk,"+105 kg - hommes, épaulé-jeté","Acima de 105kg masculino, arremesso",Men's +105kg - Clean & Jerk,"+105 kg - hommes, épaulé-jeté","Acima de 105kg masculino, arremesso","","",""
WL,M,256,0,8,Men's 56kg - Clean & Jerk,"56 kg - hommes, épaulé-jeté","Até 56kg masculino, arremesso",Men's 56kg - Clean & Jerk,"56 kg - hommes, épaulé-jeté","Até 56kg masculino, arremesso","","",""
WL,M,262,0,8,Men's 62kg - Clean & Jerk,"62 kg - hommes, épaulé-jeté","Até 62kg masculino, arremesso",Men's 62kg - Clean & Jerk,"62 kg - hommes, épaulé-jeté","Até 62kg masculino, arremesso","","",""
WL,M,269,0,8,Men's 69kg - Clean & Jerk,"69 kg - hommes, épaulé-jeté","Até 69kg masculino, arremesso",Men's 69kg - Clean & Jerk,"69 kg - hommes, épaulé-jeté","Até 69kg masculino, arremesso","","",""
WL,M,277,0,8,Men's 77kg - Clean & Jerk,"77 kg - hommes, épaulé-jeté","Até 77kg masculino, arremesso",Men's 77kg - Clean & Jerk,"77 kg - hommes, épaulé-jeté","Até 77kg masculino, arremesso","","",""
WL,M,285,0,8,Men's 85kg - Clean & Jerk,"85 kg - hommes, épaulé-jeté","Até 85kg masculino, arremesso",Men's 85kg - Clean & Jerk,"85 kg - hommes, épaulé-jeté","Até 85kg masculino, arremesso","","",""
